ID,Grade Level,Title (Raw Strings),Title (Clean),Salary (Minimum),Salary (Increment),Salary (Maximum),Reference,Effective Date (YYYY-MM-DD)
MMR_CIVSRVT_0407,9,ဆရာမကြီး,ဆရာမကြီး," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0408,9,ဒု-ပိုးမွှားစုံစမ်းရေးမှူး,ဒုတိယပိုးမွှားစုံစမ်းရေးမှူး," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0409,9,ဆေးလူမှုဆက်ဆံရေးမှူး,ဆေးလူမှုဆက်ဆံရေးမှူး," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0410,9,အငယ်တန်းသတင်းထောက်,အငယ်တန်းသတင်းထောက်," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0411,9,ပုံနှိပ်ကျွမ်းကျင်(၂),ပုံနှိပ်ကျွမ်းကျင်(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0412,9,စာပေလက်ထောက်(၂),စာပေလက်ထောက်(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0413,9,ဓာတ်ပုံကျွမ်းကျင်(၂),ဓာတ်ပုံကျွမ်းကျင်(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0414,9,ဗီဒီယိုကျွမ်းကျင်(၂),ဗီဒီယိုကျွမ်းကျင်(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0415,9,အသံလွှင့်ကျွမ်းကျင် (၂),အသံလွှင့်ကျွမ်းကျင် (၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0416,9,ရုပ်သံကျွမ်းကျင် (၂),ရုပ်သံကျွမ်းကျင် (၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0417,9,အနုပညာရှင် (၂),အနုပညာရှင် (၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0418,9,ကျွမ်းကျင် (၂),ကျွမ်းကျင် (၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0419,9,ရိုးရာပန်းပညာရှင် (၂),ရိုးရာပန်းပညာရှင် (၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0420,9,စာကြည့်တိုက်လက်ထောက် (၂),စာကြည့်တိုက်လက်ထောက် (၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0421,9,ပြတိုက်လက်ထောက် (၂),ပြတိုက်လက်ထောက် (၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0422,9,မော်ကွန်းထိန်းလထ (၂),မော်ကွန်းထိန်းလထ (၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0423,9,လူမှုဝန်ထမ်း(၂),လူမှုဝန်ထမ်း(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0424,9,လူဝင်မှုကြီးကြပ်ရေးမှူး,လူဝင်မှုကြီးကြပ်ရေးမှူး," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0425,9,သာသနာရေးလက်ထောက်(၂),သာသနာရေးလက်ထောက်(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0426,9,အရောင်း(၂),အရောင်း(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0427,9,စားဖိုမှူး(၂),စားဖိုမှူး(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0428,9,စားပွဲထိုး (၂),စားပွဲထိုး (၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0429,9,ဧည့်ကြို(၂),ဧည့်ကြို(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0430,9,မုန့်ဖုတ်(၂),မုန့်ဖုတ်(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0431,9,ဧည့်လမ်းညွှန်(၂),ဧည့်လမ်းညွှန်(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0432,9,မျက်မှန်ကျွမ်းကျင်(၂),မျက်မှန်ကျွမ်းကျင်(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0433,9,သားခုတ် (၂),သားခုတ် (၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0434,9,အဝတ်လျှော် (၂),အဝတ်လျှော် (၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0435,9,အခမ်းအနားပြင်(၂),အခမ်းအနားပြင်(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0436,9,စက်ချုပ်(၂),စက်ချုပ်(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0437,9,အခန်းထိန်း(၂),အခန်းထိန်း(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0438,9,စစ်ဆေးရေးမှူး(၂),စစ်ဆေးရေးမှူး(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0439,9,ဒု-စာရင်းအင်းမှူး,ဒုတိယစာရင်းအင်းမှူး," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0440,9,စိစစ်ရေးမှူး (၂),စိစစ်ရေးမှူး (၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0441,9,စကားပြန် (၂),စကားပြန် (၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0442,9,ဘာသာပြန်(၂),ဘာသာပြန်(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0443,9,ထိန်းသိမ်းရေးမှူး,ထိန်းသိမ်းရေးမှူး," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0444,9,အကောက်ခွန်မှူး,အကောက်ခွန်မှူး," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0445,9,သံရုံးစာရေး,သံရုံးစာရေး," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0446,9,ကြိုးမဲ့ကြေးနန်းစာရေး,ကြိုးမဲ့ကြေးနန်းစာရေး," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0447,9,ဈေးတာဝန်ခံ(၂),ဈေးတာဝန်ခံ(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0448,9,အခွန်ကောက်(၂),အခွန်ကောက်(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0449,9,စည်းကမ်းထိန်း(၂),စည်းကမ်းထိန်း(၂)," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0450,9,နည်းပြ,နည်းပြ," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0451,9,သရုပ်ပြ,သရုပ်ပြ," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0452,9,ရဲအရာခံ,ရဲအရာခံ," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0453,9,မှတ်တမ်းပြုပြင်ရေးမှူး,မှတ်တမ်းပြုပြင်ရေးမှူး," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0454,9,စုံစမ်းရေးမှူး,စုံစမ်းရေးမှူး," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0455,9,ထောင်မှူးကြီး,ထောင်မှူးကြီး," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0456,9,ရုံပိုင်ကြီး,ရုံပိုင်ကြီး," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0457,9,မူလတန်းကျောင်းအုပ်,မူလတန်းကျောင်းအုပ်," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0458,9,အထက်တန်းပြ ,အထက်တန်းပြ ," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0459,9,အလယ်တန်းပြ,အလယ်တန်းပြ," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0460,9,မူလတန်းပြ ,မူလတန်းပြ ," 216,000 "," 2,000 "," 226,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0461,10,လက်ထောက်ဦးစီးမှူး,လက်ထောက်ဦးစီးမှူး," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0462,10,လထကြီးကြပ်ရေးမှူး,လက်ထောက်ကြီးကြပ်ရေးမှူး," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0463,10,ဒု-အငယ်တန်းလက်ထောက် ,ဒုတိယအငယ်တန်းလက်ထောက် ," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0464,10,အကြီးတန်းစာရေး,အကြီးတန်းစာရေး," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0465,10,အကြီးတန်းလက်နှိပ်စက်ရိုက်,အကြီးတန်းလက်နှိပ်စက်ရိုက်," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0466,10,လထကွန်ပျူတာစီစဉ်ရေးမှူး ,လက်ထောက်ကွန်ပျူတာစီစဉ်ရေးမှူး ," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0467,10,လထစနစ်သရုပ်ခွဲမှူး,လက်ထောက်စနစ်သရုပ်ခွဲမှူး," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0468,10,ငွေကိုင်(၃),ငွေကိုင်(၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0469,10,လထကွန်ပျူတာလုပ်ဆောင်ရေးမှူး,လက်ထောက်ကွန်ပျူတာလုပ်ဆောင်ရေးမှူး," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0470,10,စာရင်းကိုင်(၃),စာရင်းကိုင်(၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0471,10,စာရင်းစစ် (၃),စာရင်းစစ် (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0472,10,လထ စာရင်းစစ်မှူး,လက်ထောက် စာရင်းစစ်မှူး," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0473,10,ပစ္စည်းထိန်း (၃),ပစ္စည်းထိန်း (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0474,10,သိုလှောင်ရုံမှူး (၃),သိုလှောင်ရုံမှူး (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0475,10,လုံခြုံရေး (၃),လုံခြုံရေး (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0476,10,ယန္တရားမောင်း (၃) စက်မောင်း (၃),ယန္တရားမောင်း (၃) စက်မောင်း (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0477,10,ယာဉ်မောင်းစက်ပြင် (၃),ယာဉ်မောင်းစက်ပြင် (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0478,10,ယာဉ်မောင်း (၃),ယာဉ်မောင်း (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0479,10,လျှပ်စစ်ကျွမ်းကျင် (၃),လျှပ်စစ်ကျွမ်းကျင် (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0480,10,အီလက်ထရောနစ်ကျွမ်းကျင် (၃),အီလက်ထရောနစ်ကျွမ်းကျင် (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0481,10,စက်မှုစီမံရေး (၃),စက်မှုစီမံရေး (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0482,10,စက်မှုကျွမ်းကျင်(၃),စက်မှုကျွမ်းကျင်(၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0483,10,ထုတ်လုပ်ရေးကျွမ်းကျင်(၃),ထုတ်လုပ်ရေးကျွမ်းကျင်(၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0484,10,လက်မှုကျွမ်းကျင်(၃),လက်မှုကျွမ်းကျင်(၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0485,10,ဂဟေဆက်(၃),ဂဟေဆက်(၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0486,10,သုတေသနလက်ထောက်(၃) ,သုတေသနလက်ထောက်(၃) ," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0487,10,အငယ်တန်းသုတေသနအရာရှိ(၃),အငယ်တန်းသုတေသနအရာရှိ(၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0488,10,ဓာတ်ခွဲခန်းကျွမ်းကျင်(၃),ဓာတ်ခွဲခန်းကျွမ်းကျင်(၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0489,10,ရေယာဉ်အုပ် (၃),ရေယာဉ်အုပ် (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0490,10,စက်ခန်းအုပ် (၃),စက်ခန်းအုပ် (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0491,10,တက်မကိုင် (၃),တက်မကိုင် (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0492,10,သင်္ဘောသား (၃),သင်္ဘောသား (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0493,10,ရေငုပ် (၃),ရေငုပ် (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0494,10,တိုင်းထွာရေး (၃),တိုင်းထွာရေး (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0495,10,လထအငယ်တန်းရေယာဉ်ဆက်သွယ်ထောက်ပံ့ရေးမှူး,လက်ထောက်အငယ်တန်းရေယာဉ်ဆက်သွယ်ထောက်ပံ့ရေးမှူး," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0496,10,စက်ခေါင်းမှူး (၃),စက်ခေါင်းမှူး (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0497,10,ဆက်သွယ်ရေး (၃),ဆက်သွယ်ရေး (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0498,10,ရေနံကျွမ်းကျင် (၃),ရေနံကျွမ်းကျင် (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0499,10,ဘူမိဗေဒလက်ထောက်(၃),ဘူမိဗေဒလက်ထောက်(၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0500,10,ဘူမိရူပဗေဒလထ (၃),ဘူမိရူပဗေဒလထ (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0501,10,ဘူမိဓာတုဗေဒလထ (၃) ,ဘူမိဓာတုဗေဒလထ (၃) ," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0502,10,သတ္တုဗေဒလက်ထောက် (၃),သတ္တုဗေဒလက်ထောက် (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0503,10,သတ္တုတွင်းလက်ထောက် (၃),သတ္တုတွင်းလက်ထောက် (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0504,10,အငယ်တန်းအင်ဂျင်နီယာ (၃),အငယ်တန်းအင်ဂျင်နီယာ (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0505,10,ပုံဆွဲ (၃),ပုံဆွဲ (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0506,10,ပုံထုတ် (၃),ပုံထုတ် (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0507,10,ပန်းရန် (၃),ပန်းရန် (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0508,10,ခန့်မှန်း (၃),ခန့်မှန်း (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0509,10,လက်သမား (၃),လက်သမား (၃)," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0510,10,သစ်အုပ်,သစ်အုပ်," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
MMR_CIVSRVT_0511,10,ချောင်းအုပ်,ချောင်းအုပ်," 198,000 "," 2,000 "," 208,000 ", Announcement (2/2022) အမိန့်ကြော်ငြာစာအမှတ် (၂/၂၀၂၂) ,2022-09-22
